USPS,GEOID,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG,county_code,County
CA,06041110100,5849,2481,6774344,195845,2.616,0.076,37.9844553,-122.5104108,41,Marin
CA,06041110200,5327,2287,9179479,3840748,3.544,1.483,37.9856076,-122.4741961,41,Marin
CA,06041111000,5852,2830,2318054,0,0.895,0,37.970285,-122.5368593,41,Marin
CA,06041112100,4315,1945,2925421,0,1.13,0,37.9610288,-122.5205522,41,Marin
CA,06041112201,7809,1738,323250,50963,0.125,0.02,37.9659228,-122.505765,41,Marin
CA,06041112202,4217,1345,3882073,2664698,1.499,1.029,37.9562458,-122.4936362,41,Marin
CA,06041113000,3656,1762,25374569,0,9.797,0,38.0139328,-122.6665068,41,Marin
CA,06041114100,5133,2454,7821692,0,3.02,0,37.9762769,-122.5941051,41,Marin
CA,06041114200,3087,1442,4486242,0,1.732,0,38.0029688,-122.5996345,41,Marin
CA,06041115000,7249,2873,10386051,0,4.01,0,38.0056961,-122.5831555,41,Marin
CA,06041116000,3070,1390,1411764,0,0.545,0,37.9796411,-122.5758726,41,Marin
CA,06041117000,4527,2189,2773109,0,1.071,0,37.9746108,-122.5641105,41,Marin
CA,06041118100,2407,884,4056498,0,1.566,0,37.9636753,-122.5616009,41,Marin
CA,06041119100,4609,2035,6623364,40679,2.557,0.016,37.9435456,-122.5532763,41,Marin
CA,06041119201,3288,2029,900444,144368,0.348,0.056,37.9456796,-122.5282641,41,Marin
CA,06041119202,3361,1293,2021598,9561,0.781,0.004,37.9505815,-122.5253506,41,Marin
CA,06041120000,6027,3019,4845642,252346,1.871,0.097,37.9354506,-122.5372766,41,Marin
CA,06041121100,5175,2313,3626080,53441,1.4,0.021,37.9240154,-122.5231563,41,Marin
CA,06041121200,5601,2676,6720313,3766073,2.595,1.454,37.9402451,-122.4958083,41,Marin
CA,06041122000,4854,0,105276,0,0.041,0,37.9403057,-122.4901332,41,Marin
CA,06041123000,2074,1046,1345688,3050068,0.52,1.178,37.8713791,-122.4672874,41,Marin
CA,06041124100,5441,2388,5901737,3077820,2.279,1.188,37.902744,-122.4887283,41,Marin
CA,06041124200,5626,2718,10373824,7551540,4.005,2.916,37.8785872,-122.4494238,41,Marin
CA,06041125000,4262,2086,2452118,1405668,0.947,0.543,37.8886599,-122.5058805,41,Marin
CA,06041126100,5808,2559,5298085,0,2.046,0,37.9121511,-122.540486,41,Marin
CA,06041126200,4249,2142,3423315,429275,1.322,0.166,37.899975,-122.5225708,41,Marin
CA,06041127000,4579,2161,4482474,0,1.731,0,37.9104407,-122.5585051,41,Marin
CA,06041128100,6505,2900,9198620,0,3.552,0,37.8717847,-122.5317487,41,Marin
CA,06041128200,4582,2052,3942342,38514,1.522,0.015,37.8915878,-122.5502453,41,Marin
CA,06041129000,2359,1108,1284779,0,0.496,0,37.8692756,-122.513094,41,Marin
CA,06041130201,3191,2091,1529588,0,0.591,0,37.8510768,-122.4855376,41,Marin
CA,06041130202,4453,2828,2347890,5055851,0.907,1.952,37.8556031,-122.4787962,41,Marin
CA,06041131100,1038,473,128004260,8842580,49.423,3.414,37.9207112,-122.5974613,41,Marin
CA,06041132100,2311,1807,42944973,10750513,16.581,4.151,37.9248161,-122.6761173,41,Marin
CA,06041132200,1774,1388,300564253,56155950,116.049,21.682,38.052907,-122.8602138,41,Marin
CA,06041133000,3226,2017,507766197,24363336,196.05,9.407,38.183308,-122.8017782,41,Marin
CA,06041990100,0,0,0,656083746,0,253.315,37.9956135,-123.0361398,41,Marin
CA,06047000201,3626,1161,119599957,140810,46.178,0.054,37.459795,-120.7094467,47,Merced
CA,06047000202,1841,537,24346240,17212,9.4,0.007,37.4123664,-120.7903626,47,Merced
CA,06047000203,9272,2400,4759408,0,1.838,0,37.4290665,-120.7838842,47,Merced
CA,06047000301,4790,1272,26124235,23715,10.087,0.009,37.4002299,-120.6908186,47,Merced
CA,06047000303,2158,710,113080806,565392,43.661,0.218,37.3413009,-120.7492817,47,Merced
CA,06047000304,9116,2315,7171610,0,2.769,0,37.3783216,-120.7258108,47,Merced
CA,06047000401,1834,622,78279723,366088,30.224,0.141,37.3402713,-120.8828702,47,Merced
CA,06047000402,8071,2874,118003134,1854113,45.561,0.716,37.3998708,-120.8953613,47,Merced
CA,06047000503,3292,667,117515430,399640,45.373,0.154,37.4217409,-120.5674195,47,Merced
CA,06047000504,6129,1799,6878273,0,2.656,0,37.3941884,-120.611118,47,Merced
CA,06047000505,6156,1827,45511363,0,17.572,0,37.3574463,-120.6497408,47,Merced
CA,06047000601,5438,1858,4157043,0,1.605,0,37.3603045,-120.62207,47,Merced
CA,06047000602,3550,1243,1316979,0,0.508,0,37.3564573,-120.6034458,47,Merced
CA,06047000603,6143,2147,4143037,22024,1.6,0.009,37.3657737,-120.5979864,47,Merced
CA,06047000701,3191,1103,1926939,0,0.744,0,37.3473607,-120.6047007,47,Merced
CA,06047000702,4903,1657,22270895,0,8.599,0,37.3229826,-120.6072647,47,Merced
CA,06047000801,4444,1682,3423871,0,1.322,0,37.3545046,-120.579253,47,Merced
CA,06047000802,4296,1500,2294000,0,0.886,0,37.343462100000004,-120.5855674,47,Merced
CA,06047000901,3970,1145,761999908,5414063,294.21,2.09,37.2016004,-120.5705923,47,Merced
CA,06047000902,8419,2575,21790479,68353,8.413,0.026,37.322387,-120.5557004,47,Merced
CA,06047001002,13467,4781,17224112,13591,6.65,0.005,37.3407645,-120.4935293,47,Merced
CA,06047001003,4061,1522,1599193,0,0.617,0,37.3196623,-120.4948113,47,Merced
CA,06047001004,3968,1937,2055829,0,0.794,0,37.3183669,-120.477943,47,Merced
CA,06047001005,2406,937,2832849,0,1.094,0,37.3162975,-120.5116548,47,Merced
CA,06047001101,5880,2205,2436391,0,0.941,0,37.3252966,-120.4601195,47,Merced
CA,06047001200,5023,1974,4246279,0,1.639,0,37.3136674,-120.4472741,47,Merced
CA,06047001301,3213,1361,2575102,0,0.994,0,37.3071923,-120.4917855,47,Merced
CA,06047001302,3264,1333,1625006,0,0.627,0,37.3040353,-120.4781909,47,Merced
CA,06047001401,3953,1529,1766610,0,0.682,0,37.2986943,-120.4642087,47,Merced
CA,06047001402,4277,1669,4931862,0,1.904,0,37.3030351,-120.4432482,47,Merced
CA,06047001501,2693,768,6567356,0,2.536,0,37.2921587,-120.514891,47,Merced
CA,06047001502,2822,791,834035,0,0.322,0,37.2987597,-120.4963376,47,Merced
CA,06047001503,4438,1245,1246393,0,0.481,0,37.2927274,-120.4990995,47,Merced
CA,06047001601,4498,1203,2114757,0,0.817,0,37.2916307,-120.4768042,47,Merced
CA,06047001602,7243,1819,8403583,0,3.245,0,37.2803817,-120.4766004,47,Merced
CA,06047001700,6335,2112,4131964,0,1.595,0,37.2869017,-120.4449003,47,Merced
CA,06047001801,4288,1097,18052926,0,6.97,0,37.3461289,-120.4372681,47,Merced
CA,06047001901,5739,1529,263296847,2050570,101.659,0.792,37.355853,-120.3392864,47,Merced
CA,06047001902,2572,851,291522048,0,112.557,0,37.2234532,-120.2255343,47,Merced
CA,06047002000,7835,3083,584245839,22640558,225.579,8.742,37.2000819,-120.9591276,47,Merced
CA,06047002100,3862,1494,1422371701,74674723,549.181,28.832,36.9556144,-120.9829041,47,Merced
CA,06047002201,6097,2202,5351364,0,2.066,0,37.0634558,-120.8585299,47,Merced
CA,06047002202,9923,2919,12596036,0,4.863,0,37.0847273,-120.855277,47,Merced
CA,06047002301,6680,2321,8066918,0,3.115,0,37.0495952,-120.8635711,47,Merced
CA,06047002302,13709,4114,34615518,1298156,13.365,0.501,37.0786355,-120.8012173,47,Merced
CA,06047002401,1756,648,231166576,694689,89.254,0.268,37.0439737,-120.6551864,47,Merced
CA,06047002402,7505,2515,28084178,0,10.843,0,36.9746245,-120.6220705,47,Merced
CA,06047002500,2328,853,516740620,2516790,199.515,0.972,37.499088,-120.4694335,47,Merced
CA,06047002600,5319,1792,46259519,0,17.861,0,37.2895999,-120.4047796,47,Merced
CA,06055200201,3466,1381,1390707,0,0.537,0,38.2918154,-122.2978739,55,Napa
CA,06055200202,2856,1195,1004091,24848,0.388,0.01,38.2947649,-122.2877733,55,Napa
CA,06055200203,2497,897,810378,70247,0.313,0.027,38.2870988,-122.2891839,55,Napa
CA,06055200301,5095,1808,2807557,96943,1.084,0.037,38.287748,-122.2740455,55,Napa
CA,06055200302,2504,889,1902087,8549,0.734,0.003,38.2877477,-122.2594555,55,Napa
CA,06055200400,3618,1669,6391439,94788,2.468,0.037,38.3111988,-122.2620126,55,Napa
CA,06055200501,5013,1804,1975829,0,0.763,0,38.3110736,-122.3010777,55,Napa
CA,06055200503,1769,758,1319709,46887,0.51,0.018,38.3052531,-122.287051,55,Napa
CA,06055200504,6431,2447,1853587,0,0.716,0,38.3170915,-122.2915765,55,Napa
CA,06055200505,2460,1085,766802,4908,0.296,0.002,38.3152192,-122.2812515,55,Napa
CA,06055200601,5016,1702,2043216,0,0.789,0,38.3317567,-122.3124397,55,Napa
CA,06055200602,4468,1956,3320511,17381,1.282,0.007,38.3344649,-122.2993279,55,Napa
CA,06055200703,3047,1197,2251184,0,0.869,0,38.3098473,-122.3294424,55,Napa
CA,06055200704,4514,1703,1547152,0,0.597,0,38.3153638,-122.3154029,55,Napa
CA,06055200705,2776,1037,1271606,0,0.491,0,38.3056856,-122.3106008,55,Napa
CA,06055200706,3283,1170,1856470,0,0.717,0,38.3307724,-122.3302221,55,Napa
CA,06055200707,3152,1433,1490138,0,0.575,0,38.3234476,-122.3205427,55,Napa
CA,06055200802,5481,2396,13987440,741324,5.401,0.286,38.2689461,-122.3027487,55,Napa
CA,06055200803,2165,881,5102684,18486,1.97,0.007,38.2915986,-122.3325087,55,Napa
CA,06055200804,5566,1649,1228021,0,0.474,0,38.2946539,-122.3074339,55,Napa
CA,06055200900,1230,29,4879635,182756,1.884,0.071,38.274245,-122.2727846,55,Napa
CA,06055201003,4389,1405,72273613,210834,27.905,0.081,38.2374372,-122.2313016,55,Napa
CA,06055201004,6081,2028,2649359,1416,1.023,0.001,38.1612495,-122.2397673,55,Napa
CA,06055201005,2418,708,29422209,9593979,11.36,3.704,38.2049238,-122.2872835,55,Napa
CA,06055201006,3283,1005,1558265,0,0.602,0,38.1711971,-122.2604602,55,Napa
CA,06055201007,4089,1168,1312535,0,0.507,0,38.1608327,-122.2596823,55,Napa
CA,06055201101,1996,794,1799149,0,0.695,0,38.3072684,-122.345438,55,Napa
CA,06055201102,2055,1029,148936076,5062647,57.505,1.955,38.2921654,-122.3831025,55,Napa
CA,06055201200,4739,2176,59511729,234898,22.978,0.091,38.3688762,-122.3624022,55,Napa
CA,06055201300,2933,1252,3954389,0,1.527,0,38.3955272,-122.3669283,55,Napa
CA,06055201401,3114,2255,102660529,408516,39.637,0.158,38.4071166,-122.2799612,55,Napa
CA,06055201402,2871,1273,31390000,101180,12.12,0.039,38.3226754,-122.2248403,55,Napa
CA,06055201403,800,379,236602638,2179387,91.353,0.841,38.421982,-122.1823381,55,Napa
CA,06055201500,1868,1124,133410400,307128,51.51,0.119,38.476171,-122.4673524,55,Napa
CA,06055201601,2287,1027,6354656,8613,2.454,0.003,38.5022881,-122.4550323,55,Napa
CA,06055201602,3527,1749,6566836,97349,2.535,0.038,38.5082184,-122.4787754,55,Napa
CA,06055201700,5373,2182,177812125,4245058,68.654,1.639,38.5549587,-122.4283032,55,Napa
CA,06055201800,1806,1015,679225680,79789704,262.251,30.807,38.6404729,-122.2866466,55,Napa
CA,06055201900,1293,785,176884956,574370,68.296,0.222,38.6339801,-122.5282377,55,Napa
CA,06055202000,5155,2319,6721951,47146,2.595,0.018,38.5814083,-122.5826961,55,Napa
CA,06069000100,5007,1698,394763831,1068964,152.419,0.413,36.9011737,-121.3587465,69,San Benito
CA,06069000200,6051,2280,172519610,183502,66.61,0.071,36.8257446,-121.5185873,69,San Benito
CA,06069000300,4217,1043,6527861,0,2.52,0,36.8617345,-121.4226918,69,San Benito
CA,06069000400,5975,1948,2198564,0,0.849,0,36.847764,-121.4054324,69,San Benito
CA,06069000501,5395,1664,2509950,0,0.969,0,36.8433246,-121.379325,69,San Benito
CA,06069000502,6099,1684,3491556,0,1.348,0,36.8531984,-121.3840211,69,San Benito
CA,06069000600,8317,2569,3900874,0,1.506,0,36.8303283,-121.3738293,69,San Benito
CA,06069000701,3644,980,1668474,0,0.644,0,36.8474941,-121.4198016,69,San Benito
CA,06069000702,4948,1662,12860251,28164,4.965,0.011,36.8305526,-121.4128378,69,San Benito
CA,06069000801,3082,1287,8665384,0,3.346,0,36.80466,-121.360018,69,San Benito
CA,06069000802,2534,1055,2987635947,3274409,1153.533,1.264,36.5803313,-121.000818,69,San Benito
CA,06075010100,3739,2267,776482,646925,0.3,0.25,37.8084198,-122.4085794,75,San Francisco
CA,06075010200,4143,2969,515572,295388,0.199,0.114,37.8058607,-122.4229252,75,San Francisco
CA,06075010300,3852,2341,268266,0,0.104,0,37.8016201,-122.4156811,75,San Francisco
CA,06075010400,4545,2884,335738,0,0.13,0,37.8022725,-122.4075581,75,San Francisco
CA,06075010500,2685,1985,683666,494331,0.264,0.191,37.8026841,-122.3990586,75,San Francisco
CA,06075010600,3894,2286,187222,0,0.072,0,37.7993784,-122.4063879,75,San Francisco
CA,06075010700,5592,3025,183165,0,0.071,0,37.798514,-122.4100466,75,San Francisco
CA,06075010800,4578,2719,226074,0,0.087,0,37.7964984,-122.4142914,75,San Francisco
CA,06075010900,4320,2891,249763,0,0.096,0,37.7980418,-122.4205531,75,San Francisco
CA,06075011000,4827,2714,239937,0,0.093,0,37.7943823,-122.4198054,75,San Francisco
CA,06075011100,5164,3388,246649,0,0.095,0,37.7907445,-122.419076,75,San Francisco
CA,06075011200,3286,2331,177414,0,0.068,0,37.7929713,-122.4127333,75,San Francisco
CA,06075011300,3143,1675,102297,0,0.039,0,37.7946971,-122.4093492,75,San Francisco
CA,06075011700,1783,1416,556044,0,0.215,0,37.7904674,-122.4034859,75,San Francisco
CA,06075011800,1500,800,56564,0,0.022,0,37.7933506,-122.4061645,75,San Francisco
CA,06075011901,2408,1711,62294,0,0.024,0,37.7904728,-122.4139142,75,San Francisco
CA,06075011902,2598,1981,93053,0,0.036,0,37.7909959,-122.4098067,75,San Francisco
CA,06075012000,3833,2796,124978,0,0.048,0,37.7879651,-122.4185205,75,San Francisco
CA,06075012100,3833,2406,123393,0,0.048,0,37.7888066,-122.4118881,75,San Francisco
CA,06075012201,4567,2906,92046,0,0.036,0,37.7858464,-122.4163535,75,San Francisco
CA,06075012202,2986,1633,92784,0,0.036,0,37.7854142,-122.4196438,75,San Francisco
CA,06075012301,2734,1786,92147,0,0.036,0,37.7859203,-122.4107461,75,San Francisco
CA,06075012302,3073,2388,92648,0,0.036,0,37.7870223,-122.412097,75,San Francisco
CA,06075012401,5075,2934,91969,0,0.036,0,37.7830511,-122.415789,75,San Francisco
CA,06075012402,3974,2517,359016,0,0.139,0,37.780125,-122.4177669,75,San Francisco
CA,06075012501,5335,2518,135625,0,0.052,0,37.783016,-122.4109765,75,San Francisco
CA,06075012502,3821,2309,61278,0,0.024,0,37.783933,-122.4125954,75,San Francisco
CA,06075012601,2329,1640,170683,0,0.066,0,37.8022695,-122.4391478,75,San Francisco
CA,06075012602,2909,1924,629174,544218,0.243,0.21,37.806476,-122.4356807,75,San Francisco
CA,06075012700,3492,2278,434518,222050,0.168,0.086,37.8049898,-122.4447181,75,San Francisco
CA,06075012800,4106,2629,497841,0,0.192,0,37.7978099,-122.4417466,75,San Francisco
CA,06075012901,2557,1696,181115,0,0.07,0,37.8019611,-122.427246,75,San Francisco
CA,06075012902,3376,2215,352546,0,0.136,0,37.8006155,-122.4321032,75,San Francisco
CA,06075013000,4044,2678,366103,0,0.141,0,37.7972449,-122.4305121,75,San Francisco
CA,06075013101,3811,2639,172973,0,0.067,0,37.7937758,-122.4247493,75,San Francisco
CA,06075013102,2625,1752,237981,0,0.092,0,37.7926193,-122.4274293,75,San Francisco
CA,06075013200,4162,2590,546680,0,0.211,0,37.7936676,-122.4387455,75,San Francisco
CA,06075013300,4232,2090,581310,0,0.224,0,37.7887307,-122.4524293,75,San Francisco
CA,06075013400,3599,2180,354173,0,0.137,0,37.789849,-122.440799,75,San Francisco
CA,06075013500,2556,1857,235184,0,0.091,0,37.7908976,-122.4325551,75,San Francisco
CA,06075015100,2493,1904,174315,0,0.067,0,37.7874457,-122.4234011,75,San Francisco
CA,06075015200,3934,2624,279195,0,0.108,0,37.7879139,-122.4302666,75,San Francisco
CA,06075015300,2040,1051,233719,0,0.09,0,37.7867618,-122.4393346,75,San Francisco
CA,06075015400,5621,3088,719856,0,0.278,0,37.7843608,-122.4510358,75,San Francisco
CA,06075015500,3622,2441,312624,0,0.121,0,37.7850923,-122.434135,75,San Francisco
CA,06075015600,2728,1400,293492,0,0.113,0,37.7782427,-122.4564254,75,San Francisco
CA,06075015700,7832,2754,836550,0,0.323,0,37.7789154,-122.4480069,75,San Francisco
CA,06075015801,3594,1764,343641,0,0.133,0,37.7813029,-122.4373557,75,San Francisco
CA,06075015802,2965,1581,170754,0,0.066,0,37.778079,-122.4385023,75,San Francisco
CA,06075015900,4350,2413,295388,0,0.114,0,37.78334,-122.4293428,75,San Francisco
CA,06075016000,2465,1847,158236,0,0.061,0,37.7823363,-122.4224838,75,San Francisco
CA,06075016100,5366,2873,368901,0,0.142,0,37.7799831,-122.4286631,75,San Francisco
CA,06075016200,2541,1742,272897,0,0.105,0,37.777158,-122.4228856,75,San Francisco
CA,06075016300,4293,2185,245867,0,0.095,0,37.7760456,-122.4295509,75,San Francisco
CA,06075016400,3778,1951,309097,0,0.119,0,37.7750995,-122.4369729,75,San Francisco
CA,06075016500,5083,2483,370459,0,0.143,0,37.7741958,-122.4477884,75,San Francisco
CA,06075016600,5069,2668,343168,0,0.132,0,37.7704942,-122.4474539,75,San Francisco
CA,06075016700,4652,2448,490693,0,0.189,0,37.7703481,-122.4377358,75,San Francisco
CA,06075016801,3218,1734,226847,0,0.088,0,37.7713294,-122.4290086,75,San Francisco
CA,06075016802,3264,1900,215590,0,0.083,0,37.7735403,-122.4249293,75,San Francisco
CA,06075016900,2924,1724,294192,0,0.114,0,37.7670961,-122.4324782,75,San Francisco
CA,06075017000,3689,2332,469526,0,0.181,0,37.7648874,-122.4394975,75,San Francisco
CA,06075017101,3544,1898,313382,0,0.121,0,37.7657245,-122.4460837,75,San Francisco
CA,06075017102,3451,1805,294894,0,0.114,0,37.7654353,-122.4504754,75,San Francisco
CA,06075017601,7630,5296,631206,0,0.244,0,37.7794338,-122.4107241,75,San Francisco
CA,06075017700,2128,801,903361,0,0.349,0,37.7680392,-122.4124868,75,San Francisco
CA,06075017801,3499,2479,214052,0,0.083,0,37.7820284,-122.4011589,75,San Francisco
CA,06075017802,4516,2425,510134,0,0.197,0,37.7760649,-122.4087033,75,San Francisco
CA,06075017902,2880,786,2720913,123838689,1.051,47.814,37.8619483,-122.419701,75,San Francisco
CA,06075018000,4221,1595,937025,0,0.362,0,37.7753304,-122.4022764,75,San Francisco
CA,06075020100,6172,3303,445726,0,0.172,0,37.7686074,-122.4200011,75,San Francisco
CA,06075020200,6269,3390,338342,0,0.131,0,37.7671163,-122.4241789,75,San Francisco
CA,06075020300,3034,1782,286072,0,0.11,0,37.7649411,-122.4294368,75,San Francisco
CA,06075020401,2846,1745,327213,0,0.126,0,37.7595166,-122.4434836,75,San Francisco
CA,06075020402,3997,2601,591639,0,0.228,0,37.7528357,-122.4444148,75,San Francisco
CA,06075020500,2583,1397,276920,0,0.107,0,37.7591285,-122.4370296,75,San Francisco
CA,06075020600,4711,2807,566490,0,0.219,0,37.7595628,-122.4303496,75,San Francisco
CA,06075020700,5171,2884,347995,0,0.134,0,37.759168,-122.4235588,75,San Francisco
CA,06075020800,6577,2718,346098,0,0.134,0,37.7594331,-122.4191487,75,San Francisco
CA,06075020900,4372,1899,312899,0,0.121,0,37.7518186,-122.4184125,75,San Francisco
CA,06075021000,4196,2140,312413,0,0.121,0,37.7515789,-122.422849,75,San Francisco
CA,06075021100,3853,2039,424317,0,0.164,0,37.75397,-122.4298144,75,San Francisco
CA,06075021200,2779,1505,345793,0,0.134,0,37.7531762,-122.4381261,75,San Francisco
CA,06075021300,2474,1258,312306,0,0.121,0,37.7492646,-122.4384676,75,San Francisco
CA,06075021400,3264,1770,353694,0,0.137,0,37.7495758,-122.4294049,75,San Francisco
CA,06075021500,5096,2627,494467,0,0.191,0,37.7450512,-122.426705,75,San Francisco
CA,06075021600,3836,2165,597984,0,0.231,0,37.7454964,-122.4381417,75,San Francisco
CA,06075021700,3948,1876,1230146,0,0.475,0,37.740278000000004,-122.4392706,75,San Francisco
CA,06075021800,3840,1884,501350,0,0.194,0,37.737952,-122.4290987,75,San Francisco
CA,06075022600,1534,944,1357761,503898,0.524,0.195,37.762479,-122.3835595,75,San Francisco
CA,06075022702,2060,1052,283840,0,0.11,0,37.7625436,-122.3956056,75,San Francisco
CA,06075022704,3122,1717,544608,0,0.21,0,37.7609519,-122.4019893,75,San Francisco
CA,06075022801,5078,1971,578307,0,0.223,0,37.7607261,-122.4125093,75,San Francisco
CA,06075022802,2099,630,290877,0,0.112,0,37.7589152,-122.4062322,75,San Francisco
CA,06075022803,4595,1606,282080,0,0.109,0,37.7558368,-122.4120842,75,San Francisco
CA,06075022901,4640,1500,249200,0,0.096,0,37.7511975,-122.4139453,75,San Francisco
CA,06075022902,2617,839,161991,0,0.063,0,37.7513411,-122.4103784,75,San Francisco
CA,06075022903,3384,1167,309875,0,0.12,0,37.7517621,-122.4062364,75,San Francisco
CA,06075023001,5216,1380,666184,0,0.257,0,37.7351925,-122.4017602,75,San Francisco
CA,06075023003,4093,1213,409985,0,0.158,0,37.7326723,-122.3958269,75,San Francisco
CA,06075023102,3478,1272,500773,0,0.193,0,37.734492,-122.3844982,75,San Francisco
CA,06075023103,3725,1301,1255643,0,0.485,0,37.7356318,-122.3759653,75,San Francisco
CA,06075023200,4582,1326,854800,0,0.33,0,37.7277547,-122.3861386,75,San Francisco
CA,06075023300,2624,1000,636655,0,0.246,0,37.7254139,-122.3977689,75,San Francisco
CA,06075023400,3660,1044,853819,0,0.33,0,37.7215929,-122.3900882,75,San Francisco
CA,06075025100,3077,1357,556586,0,0.215,0,37.7439369,-122.4076735,75,San Francisco
CA,06075025200,5369,2257,656575,0,0.254,0,37.7437089,-122.4142164,75,San Francisco
CA,06075025300,4362,1881,383733,0,0.148,0,37.7437059,-122.4201527,75,San Francisco
CA,06075025401,3404,1352,363667,12207,0.14,0.005,37.7396295,-122.4224695,75,San Francisco
CA,06075025402,2912,1107,300171,0,0.116,0,37.7368829,-122.412786,75,San Francisco
CA,06075025403,4267,1531,519270,0,0.2,0,37.7337691,-122.4205619,75,San Francisco
CA,06075025500,8471,2586,1076740,0,0.416,0,37.7280611,-122.4372627,75,San Francisco
CA,06075025600,5618,1629,562782,0,0.217,0,37.7287139,-122.4224279,75,San Francisco
CA,06075025701,4788,1404,624487,0,0.241,0,37.7315763,-122.4121411,75,San Francisco
CA,06075025702,4665,1291,533460,0,0.206,0,37.7281305,-122.4057589,75,San Francisco
CA,06075025800,1960,613,241624,0,0.093,0,37.7216202,-122.4020019,75,San Francisco
CA,06075025900,4261,1410,658329,81108,0.254,0.031,37.7234533,-122.4105033,75,San Francisco
CA,06075026001,5863,1579,407294,0,0.157,0,37.7235502,-122.4322434,75,San Francisco
CA,06075026002,3544,984,357861,0,0.138,0,37.7261197,-122.4262823,75,San Francisco
CA,06075026003,4908,1369,399410,0,0.154,0,37.7196247,-122.4287994,75,San Francisco
CA,06075026004,4315,1205,335952,0,0.13,0,37.7178905,-122.4357008,75,San Francisco
CA,06075026100,6810,1953,751112,0,0.29,0,37.7196219,-122.4431582,75,San Francisco
CA,06075026200,7564,2010,774528,0,0.299,0,37.7113172,-122.4539535,75,San Francisco
CA,06075026301,4875,1343,368000,0,0.142,0,37.7138685,-122.439533,75,San Francisco
CA,06075026302,4992,1523,759978,0,0.293,0,37.7116589,-122.4307918,75,San Francisco
CA,06075026303,4551,1299,426599,0,0.165,0,37.7096646,-122.4434663,75,San Francisco
CA,06075026401,4044,1062,341043,0,0.132,0,37.7135251,-122.4112834,75,San Francisco
CA,06075026402,4118,1168,409887,0,0.158,0,37.7164873,-122.403256,75,San Francisco
CA,06075026403,4140,1120,380650,0,0.147,0,37.7111894,-122.4069033,75,San Francisco
CA,06075026404,2851,699,188347,0,0.073,0,37.7096499,-122.4152838,75,San Francisco
CA,06075030101,4233,2158,346094,0,0.134,0,37.7642357,-122.4597306,75,San Francisco
CA,06075030102,4838,2338,1261011,14870,0.487,0.006,37.7594542,-122.4580012,75,San Francisco
CA,06075030201,3928,1950,360074,0,0.139,0,37.7628146,-122.4737784,75,San Francisco
CA,06075030202,4313,2229,355302,0,0.137,0,37.7630839,-122.4673274,75,San Francisco
CA,06075030301,5658,2522,753827,0,0.291,0,37.7569429,-122.4692415,75,San Francisco
CA,06075030302,3549,1452,596628,0,0.23,0,37.7519442,-122.4716376,75,San Francisco
CA,06075030400,5106,2004,969434,0,0.374,0,37.7469509,-122.4675173,75,San Francisco
CA,06075030500,3046,1056,1089205,35680,0.421,0.014,37.7523832,-122.4517871,75,San Francisco
CA,06075030600,2221,901,521370,0,0.201,0,37.743754,-122.4571446,75,San Francisco
CA,06075030700,6343,2747,1431192,9359,0.553,0.004,37.7372232,-122.4503095,75,San Francisco
CA,06075030800,5667,2315,1241506,0,0.479,0,37.7391922,-122.4678545,75,San Francisco
CA,06075030900,6581,2435,1851739,0,0.715,0,37.7283108,-122.4682602,75,San Francisco
CA,06075031000,3494,1322,820075,0,0.317,0,37.7286172,-122.4571587,75,San Francisco
CA,06075031100,6193,2590,1077732,0,0.416,0,37.7296356,-122.4461642,75,San Francisco
CA,06075031201,6167,1861,512034,0,0.198,0,37.7217805,-122.4573334,75,San Francisco
CA,06075031202,3137,879,309328,0,0.119,0,37.7193276,-122.4523964,75,San Francisco
CA,06075031301,3826,1304,451685,0,0.174,0,37.7193263,-122.4678672,75,San Francisco
CA,06075031302,5495,1901,684760,0,0.264,0,37.7133955,-122.467097,75,San Francisco
CA,06075031400,6676,1911,770611,0,0.298,0,37.7147206,-122.4571446,75,San Francisco
CA,06075032601,4416,1845,417958,0,0.161,0,37.7624848,-122.4807924,75,San Francisco
CA,06075032602,4316,1743,470713,0,0.182,0,37.7589003,-122.4825954,75,San Francisco
CA,06075032700,6572,2559,844038,0,0.326,0,37.760167,-122.4911676,75,San Francisco
CA,06075032801,4238,1521,587710,0,0.227,0,37.7460215,-122.4804177,75,San Francisco
CA,06075032802,4047,1540,549701,97204,0.212,0.038,37.7530955,-122.4812305,75,San Francisco
CA,06075032901,5021,1806,671724,0,0.259,0,37.7461534,-122.4901861,75,San Francisco
CA,06075032902,3831,1394,504364,0,0.195,0,37.7526805,-122.4906443,75,San Francisco
CA,06075033000,7764,2821,1506892,8871,0.582,0.003,37.7381567,-122.4834271,75,San Francisco
CA,06075033100,3968,1508,895122,0,0.346,0,37.7321973,-122.4872238,75,San Francisco
CA,06075033201,3683,794,971364,0,0.375,0,37.726265,-122.4796588,75,San Francisco
CA,06075033203,3472,1614,438008,0,0.169,0,37.7159256,-122.4782503,75,San Francisco
CA,06075033204,3821,1770,373362,0,0.144,0,37.7196259,-122.4804118,75,San Francisco
CA,06075035100,7842,2895,925873,0,0.357,0,37.7576269,-122.4991499,75,San Francisco
CA,06075035201,5300,1975,938889,630051,0.363,0.243,37.7566148,-122.5104339,75,San Francisco
CA,06075035202,4322,1891,372475,0,0.144,0,37.7613974,-122.5061466,75,San Francisco
