USPS,GEOID,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG,county_code,County
CA,06001443001,2917,818,768732,0,0.297,0,37.5184218,-121.9515237,1,Alameda
CA,06001443002,5918,1920,1580307,0,0.61,0,37.5168344,-121.9605916,1,Alameda
CA,06001443102,4611,1440,2383411,0,0.92,0,37.5071611,-121.9271478,1,Alameda
CA,06001443103,4029,1219,15518521,0,5.992,0,37.5273674,-121.9027992,1,Alameda
CA,06001443104,5558,1757,1846856,0,0.713,0,37.5313765,-121.92668690000001,1,Alameda
CA,06001443105,4456,1392,3290366,0,1.27,0,37.5218333,-121.9322534,1,Alameda
CA,06001443200,3704,1194,13642449,0,5.267,0,37.4871497,-121.8964116,1,Alameda
CA,06001443301,4074,1225,1602359,0,0.619,0,37.4707218,-121.9128679,1,Alameda
CA,06001443321,3142,1204,559916,0,0.216,0,37.4902675,-121.9242947,1,Alameda
CA,06001443322,2985,937,1148280,0,0.443,0,37.482983,-121.9198352,1,Alameda
CA,06001444100,7280,2496,2954867,60530,1.141,0.023,37.550978,-122.0361606,1,Alameda
CA,06001444200,6499,1985,2069729,0,0.799,0,37.5425433,-122.045728,1,Alameda
CA,06001444301,3855,1169,2576462,0,0.995,0,37.536519,-122.0571016,1,Alameda
CA,06001444302,4354,1260,22311006,0,8.614,0,37.5125267,-122.0473856,1,Alameda
CA,06001444400,5114,1480,1027797,0,0.397,0,37.5362317,-122.0353376,1,Alameda
CA,06001444500,6696,1997,1963778,0,0.758,0,37.5342611,-122.0273559,1,Alameda
CA,06001444601,4761,1442,3051402,0,1.178,0,37.5270492,-122.0162378,1,Alameda
CA,06001444602,4014,1585,5386824,0,2.08,0,37.5122564,-122.0030673,1,Alameda
CA,06001450101,4349,1956,1813349,0,0.7,0,37.7050938,-121.8851034,1,Alameda
CA,06001450102,9434,1326,9581983,0,3.7,0,37.7208265,-121.8911928,1,Alameda
CA,06001450200,4067,2070,1620539,0,0.626,0,37.7224552,-121.9154401,1,Alameda
CA,06001450300,4551,1603,3134161,0,1.21,0,37.7106983,-121.9177415,1,Alameda
CA,06001450400,5968,2103,3155086,0,1.218,0,37.7126931,-121.9324146,1,Alameda
CA,06001450501,3129,1281,1163206,0,0.449,0,37.7068544,-121.9419571,1,Alameda
CA,06001450502,4185,1554,11180474,3336,4.317,0.001,37.714448,-121.9692968,1,Alameda
CA,06001450601,3379,1347,50375074,0,19.45,0,37.653163,-121.930798,1,Alameda
CA,06001450602,8722,3286,6195109,0,2.392,0,37.6706482,-121.9128234,1,Alameda
CA,06001450603,4657,1539,3926475,0,1.516,0,37.6888608,-121.9106268,1,Alameda
CA,06001450604,4796,1700,2112934,0,0.816,0,37.6811899,-121.8865529,1,Alameda
CA,06001450605,3685,1405,1777943,0,0.686,0,37.6721031,-121.8820197,1,Alameda
CA,06001450606,5733,1973,2021111,0,0.78,0,37.6694679,-121.8997998,1,Alameda
CA,06001450607,5251,2367,4826705,0,1.864,0,37.657232,-121.8874736,1,Alameda
CA,06001450701,8075,2695,266251308,2844031,102.8,1.098,37.5511338,-121.8054596,1,Alameda
CA,06001450741,4768,1833,2097554,0,0.81,0,37.6602817,-121.8647522,1,Alameda
CA,06001450742,4576,1863,7778001,360805,3.003,0.139,37.6673926,-121.8275908,1,Alameda
CA,06001450743,4734,1983,4292033,0,1.657,0,37.6930366,-121.8923831,1,Alameda
CA,06001450744,4831,1579,2609531,0,1.008,0,37.6969336,-121.8650777,1,Alameda
CA,06001450745,5956,2063,7292552,0,2.816,0,37.6824862,-121.8526518,1,Alameda
CA,06001450746,3152,1245,1733943,0,0.669,0,37.6736928,-121.8685809,1,Alameda
CA,06001450750,3618,1882,1693291,0,0.654,0,37.7053403,-121.8611155,1,Alameda
CA,06001450751,2115,723,9789945,0,3.78,0,37.7163164,-121.8430342,1,Alameda
CA,06001450752,5262,1589,17584060,8067,6.789,0.003,37.718917,-121.8238089,1,Alameda
CA,06001451101,7081,2472,552877327,5613633,213.467,2.167,37.6396925,-121.6633595,1,Alameda
CA,06001451102,4011,1345,4782907,0,1.847,0,37.6506604,-121.7864954,1,Alameda
CA,06001451201,6595,2593,3675247,6919,1.419,0.003,37.7129066,-121.7418149,1,Alameda
CA,06001451202,3634,1326,45965427,0,17.747,0,37.7347438,-121.7689116,1,Alameda
CA,06001451300,6560,2425,12688729,0,4.899,0,37.6896396,-121.8156491,1,Alameda
CA,06001451401,5850,2327,4635539,0,1.79,0,37.6959861,-121.7629422,1,Alameda
CA,06001451403,2220,781,674527,0,0.26,0,37.6912085,-121.7842334,1,Alameda
CA,06001451404,6610,2173,1674930,0,0.647,0,37.6852748,-121.7803522,1,Alameda
CA,06001451501,4668,1802,5053907,0,1.951,0,37.6733434,-121.7369701,1,Alameda
CA,06001451503,5660,2151,2674110,0,1.032,0,37.6849518,-121.7489971,1,Alameda
CA,06001451504,1509,601,3237219,0,1.25,0,37.6979083,-121.7322556,1,Alameda
CA,06001451505,3337,1155,1373459,0,0.53,0,37.6894445,-121.7246715,1,Alameda
CA,06001451506,3138,1115,851129,0,0.329,0,37.6833516,-121.7291862,1,Alameda
CA,06001451601,4617,1854,3936355,0,1.52,0,37.6683795,-121.7607445,1,Alameda
CA,06001451602,6224,2920,3013438,0,1.163,0,37.6712489,-121.7756214,1,Alameda
CA,06001451701,3102,1063,1222737,0,0.472,0,37.6721084,-121.787947,1,Alameda
CA,06001451703,3859,1320,1704818,0,0.658,0,37.6672948,-121.8009991,1,Alameda
CA,06001451704,4449,1660,2005443,0,0.774,0,37.6621232,-121.7900626,1,Alameda
CA,06001981900,38,26,3745048,1461638,1.446,0.564,37.8033573,-122.3198955,1,Alameda
CA,06001982000,71,37,1269472,269260,0.49,0.104,37.7961258,-122.2943959,1,Alameda
CA,06001983200,540,404,493636,163937,0.191,0.063,37.7959455,-122.277268,1,Alameda
CA,06001990000,0,0,0,139280135,0,53.776,37.6836979,-122.2281492,1,Alameda
CA,06013301000,3659,2097,79009655,43047826,30.506,16.621,38.0381229,-121.6299682,13,Contra Costa
CA,06013302005,6592,2367,3569415,0,1.378,0,37.9993161,-121.732928,13,Contra Costa
CA,06013302006,3779,1244,6118996,8232890,2.363,3.179,38.0217527,-121.7134904,13,Contra Costa
CA,06013302007,6347,2102,4327640,0,1.671,0,37.9837121,-121.7056533,13,Contra Costa
CA,06013302008,7718,2322,18780893,538738,7.251,0.208,37.9891088,-121.6702095,13,Contra Costa
CA,06013302009,5641,1746,5259268,0,2.031,0,37.9715128,-121.7478856,13,Contra Costa
CA,06013302010,10039,3158,6870767,0,2.653,0,37.9836864,-121.7305372,13,Contra Costa
CA,06013303102,7624,2399,6508601,0,2.513,0,37.9577924,-121.7074839,13,Contra Costa
CA,06013303103,10812,3516,33617278,38528,12.98,0.015,37.9362987,-121.6710171,13,Contra Costa
CA,06013303201,9989,3087,13300484,0,5.135,0,37.9431268,-121.7586352,13,Contra Costa
CA,06013303202,7080,2235,3681180,0,1.421,0,37.9422173,-121.7147968,13,Contra Costa
CA,06013303203,8491,2871,6319224,0,2.44,0,37.9471133,-121.7320102,13,Contra Costa
CA,06013303204,4182,1573,2046924,0,0.79,0,37.9289646,-121.7087615,13,Contra Costa
CA,06013303205,8309,3410,13706872,0,5.292,0,37.9109334,-121.7021082,13,Contra Costa
CA,06013304001,3718,1301,28591873,269030,11.039,0.104,37.8837503,-121.7489395,13,Contra Costa
CA,06013304002,1426,497,84021738,11593143,32.441,4.476,37.8582825,-121.6219157,13,Contra Costa
CA,06013304003,3433,1676,8902930,647655,3.437,0.25,37.9016812,-121.577453,13,Contra Costa
CA,06013304004,3738,1784,2581300,1236844,0.997,0.478,37.9005821,-121.6070438,13,Contra Costa
CA,06013304005,6738,2133,44933777,2980666,17.349,1.151,37.9347243,-121.595891,13,Contra Costa
CA,06013305000,6620,2478,8167098,1337166,3.153,0.516,38.015682,-121.8340512,13,Contra Costa
CA,06013306002,2985,1111,7501431,1811077,2.896,0.699,38.0077971,-121.7619241,13,Contra Costa
CA,06013306003,4881,1819,1792597,0,0.692,0,38.0053331,-121.7994409,13,Contra Costa
CA,06013306004,3324,1243,1665854,73542,0.643,0.028,38.0085744,-121.7845356,13,Contra Costa
CA,06013307101,4166,1541,2163526,0,0.835,0,37.9865794,-121.8155925,13,Contra Costa
CA,06013307102,5038,1869,1603150,0,0.619,0,38.0004738,-121.8155705,13,Contra Costa
CA,06013307201,3467,1163,1544734,0,0.596,0,38.0026146,-121.8485515,13,Contra Costa
CA,06013307202,3933,1575,703876,0,0.272,0,38.0037019,-121.8278001,13,Contra Costa
CA,06013307204,4300,1363,1499996,0,0.579,0,37.9946847,-121.8308707,13,Contra Costa
CA,06013307205,6595,2664,3082322,0,1.19,0,37.9860073,-121.829459,13,Contra Costa
CA,06013308001,7229,2563,3675852,0,1.419,0,37.9919244,-121.7964223,13,Contra Costa
CA,06013308002,4194,1363,3977047,0,1.536,0,37.9886736,-121.766535,13,Contra Costa
CA,06013309000,2771,1193,9904795,8915274,3.824,3.442,38.0392742,-121.8641513,13,Contra Costa
CA,06013310000,5641,1814,1982994,0,0.766,0,38.0264843,-121.8917858,13,Contra Costa
CA,06013311000,5001,1563,1615801,0,0.624,0,38.0214503,-121.8936219,13,Contra Costa
CA,06013312000,2292,815,1390864,0,0.537,0,38.0152346,-121.8695963,13,Contra Costa
CA,06013313101,7251,2847,3601402,0,1.391,0,38.00648,-121.8828347,13,Contra Costa
CA,06013313102,3984,1445,1988870,0,0.768,0,38.0040446,-121.8644952,13,Contra Costa
CA,06013313103,7723,2678,14018159,0,5.412,0,37.9809405,-121.875401,13,Contra Costa
CA,06013313203,3222,985,3090756,0,1.193,0,38.0037978,-121.9161635,13,Contra Costa
CA,06013313204,5542,1837,17017865,0,6.571,0,37.9889314,-121.9236578,13,Contra Costa
CA,06013313205,1724,530,1485140,0,0.573,0,38.0162998,-121.9168577,13,Contra Costa
CA,06013313206,5757,1613,1729132,0,0.668,0,38.0139188,-121.8993314,13,Contra Costa
CA,06013314102,5923,1785,4895737,643491,1.89,0.248,38.0314621,-121.9174417,13,Contra Costa
CA,06013314103,5546,1740,6026400,1213332,2.327,0.468,38.0391707,-121.9435261,13,Contra Costa
CA,06013314104,7118,2412,2309581,0,0.892,0,38.0232458,-121.9443678,13,Contra Costa
CA,06013314200,6482,1773,5082003,4893338,1.962,1.889,38.0467432,-121.9812128,13,Contra Costa
CA,06013315000,3281,1194,40366305,7092411,15.586,2.738,38.036962,-122.0293918,13,Contra Costa
CA,06013316000,1483,487,1521070,1354775,0.587,0.523,38.0223177,-122.1389042,13,Contra Costa
CA,06013317000,2144,1092,1623001,0,0.627,0,38.0176872,-122.1262172,13,Contra Costa
CA,06013318000,3267,1586,11967016,1895226,4.62,0.732,38.0165957,-122.1663864,13,Contra Costa
CA,06013319000,7412,3214,3129806,0,1.208,0,38.0042221,-122.1215423,13,Contra Costa
CA,06013320001,3615,1267,15421647,1482173,5.954,0.572,38.0218002,-122.0963526,13,Contra Costa
CA,06013320003,2805,1046,1245348,0,0.481,0,37.9987257,-122.1074312,13,Contra Costa
CA,06013320004,6216,2591,7159486,0,2.764,0,38.0020819,-122.0773567,13,Contra Costa
CA,06013321101,6549,2571,4324474,0,1.67,0,37.9885846,-122.102737,13,Contra Costa
CA,06013321102,6689,2775,5318835,0,2.054,0,37.9754127,-122.0929535,13,Contra Costa
CA,06013321103,4518,1851,5192165,0,2.005,0,37.9702795,-122.1124879,13,Contra Costa
CA,06013321200,5533,2406,2333715,0,0.901,0,37.9821516,-122.0713084,13,Contra Costa
CA,06013322000,6085,2576,4395301,0,1.697,0,37.9619967,-122.0766292,13,Contra Costa
CA,06013323000,4352,1739,1917327,0,0.74,0,37.9504131,-122.0727158,13,Contra Costa
CA,06013324001,4615,2757,1550514,0,0.599,0,37.9387253,-122.0560841,13,Contra Costa
CA,06013324002,5141,2532,2000130,0,0.772,0,37.9515418,-122.0606042,13,Contra Costa
CA,06013325000,5514,2243,2936934,0,1.134,0,37.9354669,-122.0743488,13,Contra Costa
CA,06013326000,3437,1424,2404778,0,0.928,0,37.9372675,-122.0885363,13,Contra Costa
CA,06013327000,6695,2896,8279117,0,3.197,0,37.9849793,-122.053206,13,Contra Costa
CA,06013328000,2281,1450,1109516,0,0.428,0,37.975617,-122.0377689,13,Contra Costa
CA,06013329000,6309,2354,2712724,0,1.047,0,37.9947441,-122.0338936,13,Contra Costa
CA,06013330000,5353,1999,2186367,0,0.844,0,37.9886609,-122.026061,13,Contra Costa
CA,06013331000,7013,2800,2819838,0,1.089,0,37.9762383,-122.01218,13,Contra Costa
CA,06013332000,7534,2877,3082892,0,1.19,0,37.9817896,-121.9977502,13,Contra Costa
CA,06013333101,4091,1498,1913632,0,0.739,0,37.9649061,-121.9701205,13,Contra Costa
CA,06013333102,3855,1570,1943196,0,0.75,0,37.9598119,-121.95812,13,Contra Costa
CA,06013333200,5926,2231,2369307,0,0.915,0,37.9689678,-121.9851584,13,Contra Costa
CA,06013334001,3749,1580,1305634,0,0.504,0,37.9631631,-122.0017551,13,Contra Costa
CA,06013334004,7367,3303,2644538,0,1.021,0,37.9600453,-121.9882643,13,Contra Costa
CA,06013334006,4767,1723,1734939,0,0.67,0,37.9518749,-121.9871443,13,Contra Costa
CA,06013334200,6794,2826,6732309,0,2.599,0,37.8736123,-122.0543368,13,Contra Costa
CA,06013335000,3358,1273,1774610,0,0.685,0,37.9690383,-122.0202412,13,Contra Costa
CA,06013336101,4802,1580,699952,0,0.27,0,37.9667876,-122.034523,13,Contra Costa
CA,06013336102,7595,2701,663876,0,0.256,0,37.965937,-122.039845,13,Contra Costa
CA,06013336201,4032,1242,1249687,0,0.483,0,37.9606497,-122.0474489,13,Contra Costa
CA,06013336202,5701,1696,687657,0,0.266,0,37.9550364,-122.0446085,13,Contra Costa
CA,06013337100,3200,1222,2770900,0,1.07,0,37.9572014,-122.0148138,13,Contra Costa
CA,06013337200,7183,3124,3192627,0,1.233,0,37.9515216,-122.0267807,13,Contra Costa
CA,06013337300,6098,2333,4373704,0,1.689,0,37.9402165,-122.0080941,13,Contra Costa
CA,06013338101,4996,1907,1139964,0,0.44,0,37.9488733,-122.0425441,13,Contra Costa
CA,06013338102,3601,1368,1660517,0,0.641,0,37.9413456,-122.0423399,13,Contra Costa
CA,06013338201,3790,1450,3687154,0,1.424,0,37.9314923,-122.031045,13,Contra Costa
CA,06013338203,4564,2675,1599608,0,0.618,0,37.925633,-122.0540951,13,Contra Costa
CA,06013338204,5662,2902,2608073,15901,1.007,0.006,37.9190883,-122.0467663,13,Contra Costa
CA,06013338301,2922,1123,1964961,0,0.759,0,37.9200316,-122.019661,13,Contra Costa
CA,06013338302,5807,2191,6750237,0,2.606,0,37.9067555,-122.0145836,13,Contra Costa
CA,06013339001,3362,2017,1158726,0,0.447,0,37.8918717,-122.0583635,13,Contra Costa
CA,06013339002,5574,3522,2208347,0,0.853,0,37.9062665,-122.0630149,13,Contra Costa
CA,06013340001,5857,2467,2711718,0,1.047,0,37.9232424,-122.0689417,13,Contra Costa
CA,06013340002,7000,3024,6651754,0,2.568,0,37.9107096,-122.0844254,13,Contra Costa
CA,06013341000,4864,2096,3785412,0,1.462,0,37.8874605,-122.0838023,13,Contra Costa
CA,06013343001,4806,2209,2582231,0,0.997,0,37.8931242,-122.0458632,13,Contra Costa
CA,06013343002,4380,2113,3411825,15374,1.317,0.006,37.903197,-122.0394131,13,Contra Costa
CA,06013343003,3843,1513,5862065,0,2.263,0,37.8863578,-122.0291114,13,Contra Costa
CA,06013345101,5730,2085,2164174,0,0.836,0,37.7319234,-121.9386173,13,Contra Costa
CA,06013345102,3895,1318,1780577,0,0.687,0,37.7449639,-121.9480876,13,Contra Costa
CA,06013345103,5062,1936,3240458,0,1.251,0,37.738748,-121.9283939,13,Contra Costa
CA,06013345105,6223,2388,3714267,0,1.434,0,37.7966528,-121.9795982,13,Contra Costa
CA,06013345108,7353,3369,7276063,41682,2.809,0.016,37.7784401,-121.9553576,13,Contra Costa
CA,06013345111,5099,2004,2331062,0,0.9,0,37.7570354,-121.9526849,13,Contra Costa
CA,06013345112,6513,2452,8341793,0,3.221,0,37.7614431,-121.9274296,13,Contra Costa
CA,06013345113,4337,1484,5369756,0,2.073,0,37.7955824,-121.9417988,13,Contra Costa
CA,06013345114,6307,2600,5685926,0,2.195,0,37.7992823,-121.9650943,13,Contra Costa
CA,06013345115,5734,1873,15925865,1313,6.149,0.001,37.7393783,-121.9816307,13,Contra Costa
CA,06013345116,2859,949,1259394,0,0.486,0,37.7642406,-121.9742883,13,Contra Costa
CA,06013345202,7816,3417,7289024,0,2.814,0,37.7679943,-121.982097,13,Contra Costa
CA,06013345203,6472,2790,25720314,0,9.931,0,37.8050946,-122.0221467,13,Contra Costa
CA,06013345204,3586,1290,14755840,5258,5.697,0.002,37.8320573,-122.0429151,13,Contra Costa
CA,06013346101,3433,1320,8734802,0,3.373,0,37.8810018,-122.0070141,13,Contra Costa
CA,06013346102,5650,2066,20507206,0,7.918,0,37.8636653,-121.9836906,13,Contra Costa
CA,06013346201,7181,2737,16016666,0,6.184,0,37.8447107,-121.9759134,13,Contra Costa
CA,06013346203,3838,1456,2891022,0,1.116,0,37.8199841,-121.9862797,13,Contra Costa
CA,06013346204,7278,2561,13020053,0,5.027,0,37.8194966,-121.9506215,13,Contra Costa
CA,06013347000,6171,2397,26500749,0,10.232,0,37.9329608,-122.1209824,13,Contra Costa
CA,06013348000,4587,1730,9784813,0,3.778,0,37.9026902,-122.132124,13,Contra Costa
CA,06013349000,4686,1999,3587052,0,1.385,0,37.8896916,-122.10407,13,Contra Costa
CA,06013350000,5512,2559,8579176,431202,3.312,0.166,37.879801,-122.1364828,13,Contra Costa
CA,06013351101,2594,2128,2563519,0,0.99,0,37.8531059,-122.0659799,13,Contra Costa
CA,06013351102,3635,3103,2474266,0,0.955,0,37.8725669,-122.0807769,13,Contra Costa
CA,06013351103,1846,1437,3013890,0,1.164,0,37.8644358,-122.0638053,13,Contra Costa
CA,06013351200,5812,2094,8933823,0,3.449,0,37.8682861,-122.1051075,13,Contra Costa
CA,06013352101,3141,838,11945078,22901,4.612,0.009,37.8450691,-122.0953355,13,Contra Costa
CA,06013352102,5586,1866,23286946,253083,8.991,0.098,37.8173344,-122.1053062,13,Contra Costa
CA,06013352201,5750,2357,6926352,0,2.674,0,37.8529718,-122.1392991,13,Contra Costa
CA,06013352202,2548,1063,13780594,0,5.321,0,37.8296606,-122.1594575,13,Contra Costa
CA,06013353001,3521,1369,13725520,0,5.299,0,37.8566708,-122.1812338,13,Contra Costa
CA,06013353002,4078,1530,5090524,0,1.965,0,37.8795035,-122.1684192,13,Contra Costa
CA,06013354001,1859,728,13761624,0,5.313,0,37.8838155,-122.216662,13,Contra Costa
CA,06013354002,6590,2630,14558914,38563,5.621,0.015,37.9015621,-122.1826098,13,Contra Costa
CA,06013355107,5048,1650,82090422,362491,31.695,0.14,37.9316982,-121.857135,13,Contra Costa
CA,06013355108,12847,3777,21836845,0,8.431,0,37.944738,-121.8014749,13,Contra Costa
CA,06013355109,6416,2175,3043803,0,1.175,0,37.9762527,-121.7940175,13,Contra Costa
CA,06013355110,4197,1251,1791527,0,0.692,0,37.967884,-121.7692731,13,Contra Costa
CA,06013355111,6343,1984,2488851,0,0.961,0,37.978244,-121.7753475,13,Contra Costa
CA,06013355112,5563,2118,260767382,112307,100.683,0.043,37.8328349,-121.797346,13,Contra Costa
CA,06013355113,4985,1707,5339426,0,2.062,0,37.8065479,-121.9040691,13,Contra Costa
CA,06013355114,11035,3462,7929259,0,3.062,0,37.7872985,-121.9082293,13,Contra Costa
CA,06013355115,4443,1874,2370847,0,0.915,0,37.7631598,-121.9127563,13,Contra Costa
CA,06013355116,5664,1625,14849122,0,5.733,0,37.7733137,-121.8811647,13,Contra Costa
CA,06013355117,8379,2222,7859124,0,3.034,0,37.7460371,-121.8968502,13,Contra Costa
CA,06013355200,7444,2531,30506515,785,11.779,0,37.9987014,-121.9764323,13,Contra Costa
CA,06013355301,7833,2831,9366194,0,3.616,0,37.9368163,-121.9702207,13,Contra Costa
CA,06013355302,3484,1225,7392903,0,2.854,0,37.9210134,-121.9944596,13,Contra Costa
CA,06013355304,7831,3124,9814152,0,3.789,0,37.9505922,-121.9288441,13,Contra Costa
CA,06013355306,4922,1820,67115696,0,25.914,0,37.8934212,-121.9256511,13,Contra Costa
CA,06013356001,3759,1203,15859668,0,6.123,0,38.0244532,-122.22759,13,Contra Costa
CA,06013356002,5375,2071,105874008,5848822,40.878,2.258,37.9544588,-122.1903986,13,Contra Costa
CA,06013357000,3018,1630,11138429,2408004,4.301,0.93,38.0407401,-122.1962349,13,Contra Costa
CA,06013358000,5298,2110,6908733,4083479,2.667,1.577,38.0481856,-122.2538488,13,Contra Costa
CA,06013359102,5159,1961,2099851,0,0.811,0,38.0033732,-122.3071592,13,Contra Costa
CA,06013359103,5051,2069,2553001,1185084,0.986,0.458,38.0059174,-122.2975158,13,Contra Costa
CA,06013359104,1932,961,634867,0,0.245,0,38.0094814,-122.2781134,13,Contra Costa
CA,06013359105,4542,1591,1731868,868357,0.669,0.335,38.0174202,-122.2874536,13,Contra Costa
CA,06013359202,6148,2319,10068467,0,3.887,0,37.9837578,-122.2510378,13,Contra Costa
CA,06013359203,6726,2389,3674505,0,1.419,0,38.0086578,-122.2562999,13,Contra Costa
CA,06013359204,4702,1529,3096875,0,1.196,0,38.0000841,-122.2654576,13,Contra Costa
CA,06013360101,4576,1771,3996829,0,1.543,0,37.9824969,-122.2870052,13,Contra Costa
CA,06013360102,4326,1543,6168871,0,2.382,0,37.9682566,-122.2658347,13,Contra Costa
CA,06013360200,4626,1878,2245683,0,0.867,0,37.9689098,-122.2944086,13,Contra Costa
CA,06013361000,4475,1832,15919979,0,6.147,0,37.9435402,-122.288182,13,Contra Costa
CA,06013362000,2767,1222,1316084,0,0.508,0,37.9457334,-122.3152847,13,Contra Costa
CA,06013363000,7043,2791,4391795,0,1.696,0,37.9788936,-122.3086599,13,Contra Costa
CA,06013364002,5518,1871,1997971,0,0.771,0,37.993894,-122.317385,13,Contra Costa
CA,06013365002,5462,1736,5851363,1286474,2.259,0.497,37.9594657,-122.3843954,13,Contra Costa
CA,06013365003,4924,2478,2652513,25820,1.024,0.01,37.9821375,-122.3264034,13,Contra Costa
CA,06013366001,4307,1322,1004341,0,0.388,0,37.9760806,-122.34599300000001,13,Contra Costa
CA,06013366002,6093,1834,1033968,0,0.399,0,37.9690044,-122.3509331,13,Contra Costa
CA,06013367100,5099,2080,1762034,32931,0.68,0.013,37.970609,-122.3305065,13,Contra Costa
CA,06013367200,5171,1631,1302012,0,0.503,0,37.9659307,-122.3354534,13,Contra Costa
CA,06013368001,5327,1410,770573,0,0.298,0,37.9542763,-122.3524853,13,Contra Costa
CA,06013368002,3404,982,658834,0,0.254,0,37.9610592,-122.3520845,13,Contra Costa
CA,06013369001,6246,2515,1645014,0,0.635,0,37.9566485,-122.3363969,13,Contra Costa
CA,06013369002,2548,1078,1505799,0,0.581,0,37.9586683,-122.323644,13,Contra Costa
CA,06013370000,2837,1185,1022525,0,0.395,0,37.93966,-122.322249,13,Contra Costa
CA,06013371000,5316,1997,1290542,0,0.498,0,37.9401338,-122.3299744,13,Contra Costa
CA,06013372000,7353,2386,1561371,0,0.603,0,37.9485499,-122.3399755,13,Contra Costa
CA,06013373000,4376,1192,827438,0,0.319,0,37.9476192,-122.3538132,13,Contra Costa
CA,06013374000,4506,1848,992099,0,0.383,0,37.9394176,-122.3414882,13,Contra Costa
CA,06013375000,4389,1272,655833,0,0.253,0,37.9402568,-122.3518215,13,Contra Costa
CA,06013376000,5962,2043,1218460,0,0.47,0,37.9410164,-122.3624287,13,Contra Costa
CA,06013377000,6962,2388,1246063,0,0.481,0,37.9337832,-122.3629548,13,Contra Costa
CA,06013378000,3435,1989,17094734,10608158,6.6,4.096,37.9448245,-122.404809,13,Contra Costa
CA,06013379000,6117,2064,1692100,0,0.653,0,37.9283199,-122.3567421,13,Contra Costa
CA,06013380000,5706,2858,6070333,7424015,2.344,2.866,37.8969709,-122.3560521,13,Contra Costa
CA,06013381000,6097,2131,1948300,0,0.752,0,37.9302081,-122.3351024,13,Contra Costa
CA,06013382000,6964,2761,1917086,0,0.74,0,37.9159913,-122.3229975,13,Contra Costa
CA,06013383000,4485,2138,1331871,0,0.514,0,37.9090127,-122.3117391,13,Contra Costa
CA,06013384000,3883,1695,1584172,0,0.612,0,37.9340267,-122.3121629,13,Contra Costa
CA,06013385100,2765,1192,2474042,0,0.955,0,37.9242735,-122.2954872,13,Contra Costa
CA,06013385200,1320,591,638550,0,0.247,0,37.9274762,-122.3087345,13,Contra Costa
CA,06013386000,3317,1534,1034411,0,0.399,0,37.9226169,-122.3155835,13,Contra Costa
CA,06013387000,2532,1184,803950,0,0.31,0,37.917033000000004,-122.3059348,13,Contra Costa
CA,06013388000,2576,1203,664888,0,0.257,0,37.9089588,-122.3022455,13,Contra Costa
CA,06013389100,2002,929,678355,0,0.262,0,37.902246,-122.2980802,13,Contra Costa
CA,06013389200,1714,835,247407,0,0.096,0,37.901071,-122.3052879,13,Contra Costa
CA,06013390100,2229,973,1008395,0,0.389,0,37.9139392,-122.2934783,13,Contra Costa
CA,06013390200,1719,799,617781,0,0.239,0,37.9045535,-122.2911825,13,Contra Costa
CA,06013391000,2556,1135,1384690,0,0.535,0,37.90719,-122.284319,13,Contra Costa
CA,06013392000,2451,1136,1012217,24193,0.391,0.009,37.9094178,-122.2748794,13,Contra Costa
CA,06013392200,10605,3263,11672355,5919005,4.507,2.285,37.9923334,-122.3542717,13,Contra Costa
CA,06013392300,3102,930,2112500,1274479,0.816,0.492,38.0264084,-122.2744575,13,Contra Costa
CA,06013990000,0,0,0,85898500,0,33.166,38.0258765,-122.311671,13,Contra Costa
CA,06041101100,2569,1103,32589880,2204565,12.583,0.851,38.1289471,-122.5352269,41,Marin
CA,06041101200,2682,1065,10575069,20379,4.083,0.008,38.0982314,-122.5402875,41,Marin
CA,06041102100,2295,951,9547526,0,3.686,0,38.1316526,-122.5913644,41,Marin
CA,06041102202,5885,2202,3162537,0,1.221,0,38.1166035,-122.5912651,41,Marin
CA,06041102203,4753,2073,2721286,0,1.051,0,38.1104411,-122.5703276,41,Marin
CA,06041103100,7168,2805,40933498,470057,15.805,0.181,38.1145306,-122.6416644,41,Marin
CA,06041103200,6504,2672,4677588,0,1.806,0,38.098306,-122.5861373,41,Marin
CA,06041104101,7819,3128,5967450,0,2.304,0,38.0792992,-122.5643084,41,Marin
CA,06041104102,5135,2132,2102411,43056,0.812,0.017,38.0880631,-122.5588729,41,Marin
CA,06041104200,5722,2467,17353885,0,6.7,0,38.0608968,-122.5687933,41,Marin
CA,06041104300,1530,707,10287706,3161529,3.972,1.221,38.0772539,-122.4996767,41,Marin
CA,06041105000,6590,2761,9785745,16967,3.778,0.007,38.058006,-122.5155998,41,Marin
CA,06041106001,4048,2167,12115820,1546387,4.678,0.597,38.0317512,-122.5138443,41,Marin
CA,06041106002,5625,2217,11580451,2131672,4.471,0.823,38.0055686,-122.5028113,41,Marin
CA,06041107000,6142,2422,20183103,0,7.793,0,38.0386059,-122.5839902,41,Marin
CA,06041108100,6406,2673,7081443,0,2.734,0,38.017872,-122.5626533,41,Marin
CA,06041108200,6836,3131,4733807,0,1.828,0,37.9988992,-122.5475788,41,Marin
CA,06041109001,3853,1883,2223115,0,0.858,0,37.9815305,-122.5305318,41,Marin
CA,06041109002,3956,1906,2547795,2238,0.984,0.001,37.9834871,-122.5480916,41,Marin
